Customer_ID,first_order,last_order,total_orders,total_revenue,avg_order_value,Customer_Name,Segment,Region,tenure_days,recency_days,orders_per_year
TC-21535,2015-11-03,2018-12-26,7,164533,23504.714285714286,Tracy Collins,Home Office,South,1149,4,2.22
TD-20995,2015-05-19,2018-11-23,9,1249283,138809.22222222222,Tamara Dahlen,Consumer,East,1284,37,2.56
TG-21310,2016-03-09,2018-01-27,5,1636516,327303.2,Toby Gnade,Consumer,West,689,337,2.65
TG-21640,2015-03-31,2018-09-07,4,1348919,337229.75,Trudy Glocke,Consumer,West,1256,114,1.16
TH-21100,2015-09-27,2018-01-20,5,1780440,356088.0,Thea Hendricks,Consumer,West,846,344,2.16
TH-21115,2015-09-23,2018-11-02,4,1955400,488850.0,Thea Hudgings,Corporate,East,1136,58,1.29
TH-21235,2015-11-04,2018-09-04,8,866339,108292.375,Tiffany House,Corporate,Central,1035,117,2.82
TH-21550,2015-04-05,2018-10-19,7,2045593,292227.5714285714,Tracy Hopkins,Home Office,East,1293,72,1.98
TM-21010,2015-02-21,2018-09-18,7,570160,81451.42857142857,Tamara Manning,Consumer,West,1305,103,1.96
TM-21490,2018-03-30,2018-08-22,3,298475,99491.66666666667,Tony Molinari,Consumer,Central,145,130,7.55
TN-21040,2015-10-10,2018-10-01,7,1049061,149865.85714285713,Tanja Norvell,Home Office,West,1087,90,2.35
TP-21130,2016-04-14,2018-12-22,9,460954,51217.11111111111,Theone Pippenger,Consumer,East,982,8,3.35
TP-21415,2016-11-28,2018-09-17,5,6422539,1284507.8,Tom Prescott,Consumer,West,658,104,2.77
TP-21565,2016-03-01,2018-01-14,4,1816112,454028.0,Tracy Poddar,Corporate,West,684,350,2.13
TR-21325,2015-12-01,2018-06-20,5,51297,10259.4,Toby Ritter,Consumer,East,932,193,1.96
TS-21085,2016-07-19,2018-01-07,2,4833,2416.5,Thais Sissman,Consumer,West,537,357,1.36
TS-21160,2015-04-23,2017-08-13,6,1027023,171170.5,Theresa Swint,Corporate,East,843,504,2.6
TS-21205,2015-03-21,2018-06-15,7,3967513,566787.5714285715,Thomas Seio,Corporate,East,1182,198,2.16
TS-21340,2015-01-19,2018-05-18,5,244531,48906.2,Toby Swindell,Consumer,Central,1215,226,1.5
TS-21370,2015-10-28,2018-11-24,6,3107067,517844.5,Todd Sumrall,Corporate,East,1123,36,1.95
TS-21430,2015-07-30,2018-07-11,5,289060,57812.0,Tom Stivers,Corporate,West,1077,172,1.69
TS-21505,2015-12-20,2018-12-19,6,974373,162395.5,Tony Sayre,Consumer,South,1095,11,2.0
TS-21610,2015-08-16,2018-11-05,7,1419628,202804.0,Troy Staebel,Consumer,West,1177,55,2.17
TS-21655,2016-02-06,2018-05-06,5,1303674,260734.8,Trudy Schmidt,Consumer,Central,820,238,2.23
TT-21070,2015-05-18,2018-11-29,7,3703338,529048.2857142857,Ted Trevino,Consumer,West,1291,31,1.98
TT-21220,2015-09-23,2018-06-30,8,830704,103838.0,Thomas Thornton,Consumer,Central,1011,183,2.89
TT-21265,2016-08-15,2017-11-19,3,14871,4957.0,Tim Taslimi,Corporate,West,461,406,2.38
TT-21460,2016-12-08,2018-12-18,7,644425,92060.71428571429,Tonja Turnell,Home Office,Central,740,12,3.45
TW-21025,2015-12-22,2018-10-27,7,1094717,156388.14285714287,Tamara Willingham,Home Office,West,1040,64,2.46
TZ-21580,2015-11-11,2018-11-25,4,676246,169061.5,Tracy Zic,Consumer,West,1110,35,1.32
VB-21745,2016-07-17,2018-11-06,6,345645,57607.5,Victoria Brennan,Corporate,South,842,54,2.6
VD-21670,2015-08-04,2017-05-28,6,1461501,243583.5,Valerie Dominguez,Consumer,South,663,581,3.3
VF-21715,2015-03-01,2018-12-17,5,748962,149792.4,Vicky Freymann,Home Office,Central,1387,13,1.32
VG-21790,2015-08-08,2018-07-29,6,522217,87036.16666666667,Vivek Gonzalez,Consumer,West,1086,154,2.02
VG-21805,2015-09-22,2017-08-26,4,388336,97084.0,Vivek Grady,Corporate,South,704,491,2.07
VM-21685,2015-04-07,2018-11-06,7,935081,133583.0,Valerie Mitchum,Home Office,East,1309,54,1.95
VM-21835,2015-03-22,2018-09-04,5,78749,15749.8,Vivian Mathis,Consumer,East,1262,117,1.45
VP-21730,2016-07-05,2018-11-30,3,165722,55240.666666666664,Victor Preis,Home Office,West,878,30,1.25
VP-21760,2015-09-06,2018-10-16,7,2586229,369461.28571428574,Victoria Pisteka,Corporate,West,1136,75,2.25
VS-21820,2015-01-07,2018-05-23,4,1046594,261648.5,Vivek Sundaresam,Consumer,West,1232,221,1.19
VT-21700,2015-06-06,2016-04-05,2,1315810,657905.0,Valerie Takahito,Home Office,East,304,999,2.4
VW-21775,2015-05-11,2018-12-02,10,1237462,123746.2,Victoria Wilson,Corporate,East,1301,28,2.81
WB-21850,2015-11-04,2018-12-10,10,3936779,393677.9,William Brown,Consumer,East,1132,20,3.22
XP-21865,2015-01-20,2018-11-17,11,1005065,91369.54545454546,Xylona Preis,Consumer,West,1397,43,2.87
YC-21895,2015-11-17,2018-12-26,5,1920626,384125.2,Yoseph Carroll,Corporate,West,1135,4,1.61
YS-21880,2016-01-12,2018-12-21,8,3561381,445172.625,Yana Sorensen,Corporate,South,1074,9,2.72
ZC-21910,2015-10-13,2018-11-06,13,3383039,260233.76923076922,Zuschuss Carroll,Consumer,West,1120,54,4.24
ZD-21925,2015-08-27,2018-06-11,5,163780,32756.0,Zuschuss Donatelli,Consumer,West,1019,202,1.79
